START_TASK=14 STOP_TASK=15
============================================================================================================
Arguments =
	approach: freezing
	batch_size: 64
	classes_first_task: None
	clipping: 10000
	crop: 224
	data_path: ../data/inat200
	dataset: inat200
	eval_on_train: False
	experiment_path: None
	fix_bn: True
	freeze_backbone: True
	gpu: 0
	gpus: [0]
	increment: 10
	last_layer_analysis: True
	log: ['disk']
	lr: 0.01
	lr_factor: None
	lr_min: 0.0001
	lr_patience: None
	lr_scheduler: cosine
	lr_warmup_epochs: 0
	momentum: 0.0
	multi_softmax: False
	nepochs: 90
	network: vit_base_patch16_224.orig_in21k
	no_cudnn_deterministic: False
	normalize: in21k
	num_workers: 2
	optimizer_name: sgd
	pin_memory: False
	pretrained: True
	resize: 224
	results_path: ./results
	save_models: True
	seed: 0
	start_at_task: 14
	start_epoch: 0
	stop_at_task: 15
	stop_epoch: 0
	use_valid_only: False
	warmup_lr_factor: 1.0
	warmup_nepochs: 0
	weight_decay: 0.0
============================================================================================================
Approach arguments =
============================================================================================================
Exemplars arguments =
============================================================================================================
WARNING: ./results/vit_base_patch16_224.orig_in21k/inat200/freezing/10 already exists!
Loaded acc_taw from: ./results/vit_base_patch16_224.orig_in21k/inat200/freezing/10/acc_taw-13.txt
Loaded acc_tag from: ./results/vit_base_patch16_224.orig_in21k/inat200/freezing/10/acc_tag-13.txt
Loaded forg_taw from: ./results/vit_base_patch16_224.orig_in21k/inat200/freezing/10/forg_taw-13.txt
Loaded forg_tag from: ./results/vit_base_patch16_224.orig_in21k/inat200/freezing/10/forg_tag-13.txt
************************************************************************************************************
Task 14  [epochs 0-90]
************************************************************************************************************
[DEBUG] trainable params -> backbone:0 heads:115350 total:115350
[params] total:85,914,006  trainable:115,350  tensors:180  trainable_tensors:30
| Epoch   1, time= 16.9s | Train: skip eval | Valid: time=  2.0s loss=1.989, TAw acc= 83.5% | * lr=1.0e-02
| Epoch   2, time= 16.0s | Train: skip eval | Valid: time=  1.7s loss=1.700, TAw acc= 89.2% | * lr=1.0e-02
| Epoch   3, time= 15.2s | Train: skip eval | Valid: time=  2.3s loss=1.459, TAw acc= 90.8% | * lr=1.0e-02
| Epoch   4, time= 18.3s | Train: skip eval | Valid: time=  1.6s loss=1.265, TAw acc= 91.2% | * lr=1.0e-02
| Epoch   5, time= 14.7s | Train: skip eval | Valid: time=  1.6s loss=1.110, TAw acc= 91.2% | * lr=9.9e-03
| Epoch   6, time= 14.7s | Train: skip eval | Valid: time=  1.6s loss=0.988, TAw acc= 91.2% | * lr=9.9e-03
| Epoch   7, time= 15.2s | Train: skip eval | Valid: time=  1.6s loss=0.891, TAw acc= 91.2% | * lr=9.9e-03
| Epoch   8, time= 16.7s | Train: skip eval | Valid: time=  1.6s loss=0.813, TAw acc= 91.2% | * lr=9.8e-03
| Epoch   9, time= 15.9s | Train: skip eval | Valid: time=  1.6s loss=0.750, TAw acc= 91.5% | * lr=9.8e-03
| Epoch  10, time= 16.6s | Train: skip eval | Valid: time=  2.0s loss=0.698, TAw acc= 91.5% | * lr=9.7e-03
| Epoch  11, time= 14.2s | Train: skip eval | Valid: time=  1.8s loss=0.655, TAw acc= 92.0% | * lr=9.6e-03
| Epoch  12, time= 14.8s | Train: skip eval | Valid: time=  1.6s loss=0.619, TAw acc= 92.0% | * lr=9.6e-03
| Epoch  13, time= 14.5s | Train: skip eval | Valid: time=  2.1s loss=0.588, TAw acc= 92.0% | * lr=9.5e-03
| Epoch  14, time= 14.7s | Train: skip eval | Valid: time=  1.6s loss=0.562, TAw acc= 92.0% | * lr=9.4e-03
| Epoch  15, time= 15.9s | Train: skip eval | Valid: time=  1.6s loss=0.539, TAw acc= 92.0% | * lr=9.3e-03
| Epoch  16, time= 15.6s | Train: skip eval | Valid: time=  1.6s loss=0.519, TAw acc= 92.0% | * lr=9.2e-03
| Epoch  17, time= 14.4s | Train: skip eval | Valid: time=  1.9s loss=0.502, TAw acc= 92.0% | * lr=9.2e-03
| Epoch  18, time= 14.5s | Train: skip eval | Valid: time=  1.6s loss=0.487, TAw acc= 91.8% | * lr=9.1e-03
| Epoch  19, time= 16.6s | Train: skip eval | Valid: time=  1.6s loss=0.473, TAw acc= 92.0% | * lr=9.0e-03
| Epoch  20, time= 14.8s | Train: skip eval | Valid: time=  1.7s loss=0.461, TAw acc= 92.2% | * lr=8.8e-03
| Epoch  21, time= 14.4s | Train: skip eval | Valid: time=  1.9s loss=0.450, TAw acc= 92.2% | * lr=8.7e-03
| Epoch  22, time= 16.9s | Train: skip eval | Valid: time=  1.8s loss=0.440, TAw acc= 92.2% | * lr=8.6e-03
| Epoch  23, time= 17.3s | Train: skip eval | Valid: time=  1.8s loss=0.431, TAw acc= 92.2% | * lr=8.5e-03
| Epoch  24, time= 14.9s | Train: skip eval | Valid: time=  1.9s loss=0.423, TAw acc= 92.2% | * lr=8.4e-03
| Epoch  25, time= 14.6s | Train: skip eval | Valid: time=  1.8s loss=0.415, TAw acc= 92.2% | * lr=8.2e-03
| Epoch  26, time= 15.2s | Train: skip eval | Valid: time=  1.6s loss=0.408, TAw acc= 92.2% | * lr=8.1e-03
| Epoch  27, time= 14.0s | Train: skip eval | Valid: time=  2.0s loss=0.402, TAw acc= 92.2% | * lr=8.0e-03
