START_TASK=1 STOP_TASK=2
============================================================================================================
Arguments =
	approach: l2p
	batch_size: 64
	classes_first_task: None
	clipping: 10000
	crop: 224
	data_path: ../data/inat200
	dataset: inat200
	eval_on_train: False
	experiment_path: None
	fix_bn: False
	freeze_backbone: True
	gpu: 0
	gpus: [0]
	increment: 10
	last_layer_analysis: True
	log: ['disk']
	lr: 0.01
	lr_factor: None
	lr_min: 0.0001
	lr_patience: None
	lr_scheduler: cosine
	lr_warmup_epochs: 0
	momentum: 0.0
	multi_softmax: False
	nepochs: 90
	network: vit_base_patch16_224_prompt
	no_cudnn_deterministic: False
	normalize: in21k
	num_workers: 2
	optimizer_name: sgd
	pin_memory: False
	pretrained: True
	resize: 224
	results_path: ./results
	save_models: True
	seed: 0
	start_at_task: 1
	start_epoch: 0
	stop_at_task: 2
	stop_epoch: 0
	use_valid_only: False
	warmup_lr_factor: 1.0
	warmup_nepochs: 0
	weight_decay: 0.0
============================================================================================================
Approach arguments =
	lamb: 0.5
============================================================================================================
Exemplars arguments =
============================================================================================================
WARNING: ./results/vit_base_patch16_224_prompt/inat200/l2p/10 already exists!
Loaded acc_taw from: ./results/vit_base_patch16_224_prompt/inat200/l2p/10/acc_taw-0.txt
Loaded acc_tag from: ./results/vit_base_patch16_224_prompt/inat200/l2p/10/acc_tag-0.txt
Loaded forg_taw from: ./results/vit_base_patch16_224_prompt/inat200/l2p/10/forg_taw-0.txt
Loaded forg_tag from: ./results/vit_base_patch16_224_prompt/inat200/l2p/10/forg_tag-0.txt
************************************************************************************************************
Task  1  [epochs 0-90]
************************************************************************************************************
[DEBUG] trainable params -> backbone:0 heads:15380 total:15380
[params] total:171,662,612  trainable:61,460  tensors:306  trainable_tensors:6
| Epoch   1, time= 28.4s | Train: skip eval | Valid: time=  2.5s loss=1.938, TAw acc= 73.2% | * lr=1.0e-02
| Epoch   2, time= 28.0s | Train: skip eval | Valid: time=  2.5s loss=1.693, TAw acc= 80.2% | * lr=1.0e-02
| Epoch   3, time= 28.0s | Train: skip eval | Valid: time=  2.5s loss=1.484, TAw acc= 83.2% | * lr=1.0e-02
| Epoch   4, time= 28.0s | Train: skip eval | Valid: time=  2.7s loss=1.310, TAw acc= 84.8% | * lr=1.0e-02
| Epoch   5, time= 28.1s | Train: skip eval | Valid: time=  2.5s loss=1.165, TAw acc= 86.5% | * lr=9.9e-03
| Epoch   6, time= 28.2s | Train: skip eval | Valid: time=  2.5s loss=1.048, TAw acc= 87.5% | * lr=9.9e-03
| Epoch   7, time= 28.3s | Train: skip eval | Valid: time=  2.5s loss=0.950, TAw acc= 87.8% | * lr=9.9e-03
| Epoch   8, time= 28.3s | Train: skip eval | Valid: time=  2.7s loss=0.869, TAw acc= 88.0% | * lr=9.8e-03
| Epoch   9, time= 28.3s | Train: skip eval | Valid: time=  2.5s loss=0.802, TAw acc= 88.2% | * lr=9.8e-03
| Epoch  10, time= 28.3s | Train: skip eval | Valid: time=  2.7s loss=0.746, TAw acc= 88.0% | * lr=9.7e-03
| Epoch  11, time= 28.1s | Train: skip eval | Valid: time=  2.5s loss=0.698, TAw acc= 87.8% | * lr=9.6e-03
| Epoch  12, time= 28.2s | Train: skip eval | Valid: time=  2.5s loss=0.656, TAw acc= 87.5% | * lr=9.6e-03
| Epoch  13, time= 28.1s | Train: skip eval | Valid: time=  2.5s loss=0.620, TAw acc= 87.8% | * lr=9.5e-03
| Epoch  14, time= 28.0s | Train: skip eval | Valid: time=  2.7s loss=0.589, TAw acc= 88.0% | * lr=9.4e-03
| Epoch  15, time= 28.0s | Train: skip eval | Valid: time=  2.5s loss=0.561, TAw acc= 88.0% | * lr=9.3e-03
| Epoch  16, time= 27.9s | Train: skip eval | Valid: time=  2.5s loss=0.537, TAw acc= 88.0% | * lr=9.2e-03
| Epoch  17, time= 27.9s | Train: skip eval | Valid: time=  2.5s loss=0.515, TAw acc= 88.0% | * lr=9.2e-03
| Epoch  18, time= 27.9s | Train: skip eval | Valid: time=  2.5s loss=0.496, TAw acc= 88.0% | * lr=9.1e-03
| Epoch  19, time= 28.2s | Train: skip eval | Valid: time=  2.5s loss=0.478, TAw acc= 88.0% | * lr=9.0e-03
| Epoch  20, time= 28.2s | Train: skip eval | Valid: time=  2.7s loss=0.462, TAw acc= 88.0% | * lr=8.8e-03
| Epoch  21, time= 28.5s | Train: skip eval | Valid: time=  2.8s loss=0.448, TAw acc= 88.0% | * lr=8.7e-03
| Epoch  22, time= 28.1s | Train: skip eval | Valid: time=  2.6s loss=0.435, TAw acc= 88.0% | * lr=8.6e-03
| Epoch  23, time= 28.1s | Train: skip eval | Valid: time=  2.7s loss=0.423, TAw acc= 88.0% | * lr=8.5e-03
| Epoch  24, time= 28.0s | Train: skip eval | Valid: time=  2.5s loss=0.412, TAw acc= 88.0% | * lr=8.4e-03
| Epoch  25, time= 28.0s | Train: skip eval | Valid: time=  2.5s loss=0.402, TAw acc= 88.2% | * lr=8.2e-03
| Epoch  26, time= 28.4s | Train: skip eval | Valid: time=  3.1s loss=0.392, TAw acc= 88.2% | * lr=8.1e-03
| Epoch  27, time= 28.0s | Train: skip eval | Valid: time=  2.5s loss=0.383, TAw acc= 88.2% | * lr=8.0e-03
| Epoch  28, time= 28.0s | Train: skip eval | Valid: time=  2.5s loss=0.376, TAw acc= 88.5% | * lr=7.8e-03
| Epoch  29, time= 28.0s | Train: skip eval | Valid: time=  2.5s loss=0.368, TAw acc= 88.5% | * lr=7.7e-03
| Epoch  30, time= 28.1s | Train: skip eval | Valid: time=  2.5s loss=0.361, TAw acc= 88.5% | * lr=7.5e-03
| Epoch  31, time= 28.1s | Train: skip eval | Valid: time=  2.6s loss=0.354, TAw acc= 88.5% | * lr=7.4e-03
| Epoch  32, time= 28.0s | Train: skip eval | Valid: time=  2.5s loss=0.348, TAw acc= 88.5% | * lr=7.2e-03
| Epoch  33, time= 28.1s | Train: skip eval | Valid: time=  2.5s loss=0.343, TAw acc= 88.8% | * lr=7.1e-03
| Epoch  34, time= 28.1s | Train: skip eval | Valid: time=  2.5s loss=0.337, TAw acc= 88.8% | * lr=6.9e-03
| Epoch  35, time= 28.2s | Train: skip eval | Valid: time=  2.5s loss=0.332, TAw acc= 88.8% | * lr=6.7e-03
