START_TASK=1 STOP_TASK=2
============================================================================================================
Arguments =
	all_outputs: False
	approach: icarl
	batch_size: 64
	classes_first_task: None
	clipping: 10000
	crop: 224
	data_path: ../data/inat200
	dataset: inat200
	eval_on_train: False
	experiment_path: None
	fix_bn: False
	freeze_backbone: False
	gpu: 0
	gpus: [0]
	increment: 10
	last_layer_analysis: False
	log: ['disk']
	lr: 0.01
	lr_factor: None
	lr_min: 0.0001
	lr_patience: None
	lr_scheduler: cosine
	lr_warmup_epochs: 0
	momentum: 0.0
	multi_softmax: False
	nepochs: 90
	network: vit_small_patch16_224.augreg_in1k
	no_cudnn_deterministic: False
	normalize: in1k
	num_workers: 2
	optimizer_name: sgd
	pin_memory: False
	pretrained: True
	resize: 224
	results_path: ./results
	save_models: True
	seed: 0
	start_at_task: 1
	start_epoch: 0
	stop_at_task: 2
	stop_epoch: 0
	use_valid_only: False
	warmup_lr_factor: 1.0
	warmup_nepochs: 0
	weight_decay: 0.0
============================================================================================================
Approach arguments =
	lamb: 1.0
============================================================================================================
Exemplars arguments =
	exemplar_selection: random
	num_exemplars: 4000
============================================================================================================
WARNING: ./results/vit_small_patch16_224.augreg_in1k/inat200/icarl/10 already exists!
Loaded acc_taw from: ./results/vit_small_patch16_224.augreg_in1k/inat200/icarl/10/acc_taw-0.txt
Loaded acc_tag from: ./results/vit_small_patch16_224.augreg_in1k/inat200/icarl/10/acc_tag-0.txt
Loaded forg_taw from: ./results/vit_small_patch16_224.augreg_in1k/inat200/icarl/10/forg_taw-0.txt
Loaded forg_tag from: ./results/vit_small_patch16_224.augreg_in1k/inat200/icarl/10/forg_tag-0.txt
Loaded 3600 exemplars from ./results/vit_small_patch16_224.augreg_in1k/inat200/icarl/10/task0_exemplars.pth
Loaded 10 exemplar means from ./results/vit_small_patch16_224.augreg_in1k/inat200/icarl/10/task0_exemplar_means.pth
************************************************************************************************************
Task  1  [epochs 0-90]
************************************************************************************************************
[params] total:21,673,364  trainable:21,673,364  tensors:154  trainable_tensors:154
| Epoch   1, time= 31.6s | Train: skip eval | Valid: time=  2.3s loss=4.912, TAw acc= 85.5% | * lr=1.0e-02
| Epoch   2, time= 28.5s | Train: skip eval | Valid: time=  2.0s loss=5.015, TAw acc= 87.5% | lr=1.0e-02
| Epoch   3, time= 29.8s | Train: skip eval | Valid: time=  2.1s loss=4.788, TAw acc= 88.0% | * lr=1.0e-02
| Epoch   4, time= 29.4s | Train: skip eval | Valid: time=  2.0s loss=4.604, TAw acc= 90.2% | * lr=1.0e-02
| Epoch   5, time= 29.2s | Train: skip eval | Valid: time=  2.1s loss=4.602, TAw acc= 88.0% | * lr=9.9e-03
| Epoch   6, time= 29.7s | Train: skip eval | Valid: time=  1.9s loss=4.624, TAw acc= 88.8% | lr=9.9e-03
| Epoch   7, time= 28.0s | Train: skip eval | Valid: time=  1.9s loss=4.535, TAw acc= 89.2% | * lr=9.9e-03
| Epoch   8, time= 28.5s | Train: skip eval | Valid: time=  2.0s loss=4.569, TAw acc= 90.2% | lr=9.8e-03
| Epoch   9, time= 30.8s | Train: skip eval | Valid: time=  2.5s loss=4.503, TAw acc= 89.8% | * lr=9.8e-03
| Epoch  10, time= 32.5s | Train: skip eval | Valid: time=  1.9s loss=4.567, TAw acc= 89.5% | lr=9.7e-03
| Epoch  11, time= 27.9s | Train: skip eval | Valid: time=  1.9s loss=4.464, TAw acc= 89.8% | * lr=9.6e-03
| Epoch  12, time= 30.0s | Train: skip eval | Valid: time=  1.9s loss=4.522, TAw acc= 89.2% | lr=9.6e-03
| Epoch  13, time= 27.9s | Train: skip eval | Valid: time=  1.9s loss=4.503, TAw acc= 90.2% | lr=9.5e-03
| Epoch  14, time= 28.8s | Train: skip eval | Valid: time=  1.9s loss=4.511, TAw acc= 90.0% | lr=9.4e-03
| Epoch  15, time= 33.8s | Train: skip eval | Valid: time=  2.0s loss=4.546, TAw acc= 90.5% | lr=9.3e-03
| Epoch  16, time= 27.9s | Train: skip eval | Valid: time=  2.0s loss=4.507, TAw acc= 91.0% | lr=9.2e-03
| Epoch  17, time= 32.0s | Train: skip eval | Valid: time=  2.0s loss=4.449, TAw acc= 91.0% | * lr=9.2e-03
