START_TASK=19 STOP_TASK=20
============================================================================================================
Arguments =
	approach: l2p
	batch_size: 64
	classes_first_task: None
	clipping: 10000
	crop: 224
	data_path: ../data/inat200
	dataset: inat200
	eval_on_train: False
	experiment_path: None
	fix_bn: False
	freeze_backbone: True
	gpu: 0
	gpus: [0]
	increment: 10
	last_layer_analysis: True
	log: ['disk']
	lr: 0.01
	lr_factor: None
	lr_min: 0.0001
	lr_patience: None
	lr_scheduler: cosine
	lr_warmup_epochs: 0
	momentum: 0.0
	multi_softmax: False
	nepochs: 90
	network: vit_base_patch16_224_prompt
	no_cudnn_deterministic: False
	normalize: in21k
	num_workers: 2
	optimizer_name: sgd
	pin_memory: False
	pretrained: True
	resize: 224
	results_path: ./results
	save_models: True
	seed: 0
	start_at_task: 19
	start_epoch: 0
	stop_at_task: 20
	stop_epoch: 0
	use_valid_only: False
	warmup_lr_factor: 1.0
	warmup_nepochs: 0
	weight_decay: 0.0
============================================================================================================
Approach arguments =
	lamb: 0.5
============================================================================================================
Exemplars arguments =
============================================================================================================
WARNING: ./results/vit_base_patch16_224_prompt/inat200/l2p/10 already exists!
Loaded acc_taw from: ./results/vit_base_patch16_224_prompt/inat200/l2p/10/acc_taw-18.txt
Loaded acc_tag from: ./results/vit_base_patch16_224_prompt/inat200/l2p/10/acc_tag-18.txt
Loaded forg_taw from: ./results/vit_base_patch16_224_prompt/inat200/l2p/10/forg_taw-18.txt
Loaded forg_tag from: ./results/vit_base_patch16_224_prompt/inat200/l2p/10/forg_tag-18.txt
************************************************************************************************************
Task 19  [epochs 0-90]
************************************************************************************************************
[DEBUG] trainable params -> backbone:0 heads:153800 total:153800
[params] total:171,801,032  trainable:199,880  tensors:342  trainable_tensors:42
| Epoch   1, time= 28.3s | Train: skip eval | Valid: time=  2.5s loss=1.843, TAw acc= 81.5% | * lr=1.0e-02
| Epoch   2, time= 27.9s | Train: skip eval | Valid: time=  2.5s loss=1.567, TAw acc= 87.0% | * lr=1.0e-02
| Epoch   3, time= 27.8s | Train: skip eval | Valid: time=  2.5s loss=1.336, TAw acc= 88.2% | * lr=1.0e-02
| Epoch   4, time= 27.9s | Train: skip eval | Valid: time=  2.5s loss=1.148, TAw acc= 89.5% | * lr=1.0e-02
| Epoch   5, time= 28.0s | Train: skip eval | Valid: time=  2.5s loss=0.996, TAw acc= 89.5% | * lr=9.9e-03
| Epoch   6, time= 28.3s | Train: skip eval | Valid: time=  2.5s loss=0.873, TAw acc= 90.2% | * lr=9.9e-03
| Epoch   7, time= 28.2s | Train: skip eval | Valid: time=  2.5s loss=0.775, TAw acc= 90.5% | * lr=9.9e-03
| Epoch   8, time= 28.2s | Train: skip eval | Valid: time=  2.5s loss=0.694, TAw acc= 90.5% | * lr=9.8e-03
| Epoch   9, time= 28.0s | Train: skip eval | Valid: time=  2.5s loss=0.629, TAw acc= 90.2% | * lr=9.8e-03
| Epoch  10, time= 28.1s | Train: skip eval | Valid: time=  2.7s loss=0.574, TAw acc= 90.5% | * lr=9.7e-03
| Epoch  11, time= 28.3s | Train: skip eval | Valid: time=  2.5s loss=0.528, TAw acc= 90.8% | * lr=9.6e-03
| Epoch  12, time= 28.0s | Train: skip eval | Valid: time=  2.5s loss=0.489, TAw acc= 90.8% | * lr=9.6e-03
| Epoch  13, time= 28.1s | Train: skip eval | Valid: time=  2.5s loss=0.455, TAw acc= 90.8% | * lr=9.5e-03
| Epoch  14, time= 28.3s | Train: skip eval | Valid: time=  2.5s loss=0.426, TAw acc= 90.8% | * lr=9.4e-03
| Epoch  15, time= 28.1s | Train: skip eval | Valid: time=  2.5s loss=0.401, TAw acc= 90.8% | * lr=9.3e-03
