START_TASK=10 STOP_TASK=11
============================================================================================================
Arguments =
	approach: freezing
	batch_size: 64
	classes_first_task: None
	clipping: 10000
	crop: 224
	data_path: ../data/inat200
	dataset: inat200
	eval_on_train: False
	experiment_path: None
	fix_bn: True
	freeze_backbone: True
	gpu: 0
	gpus: [0]
	increment: 10
	last_layer_analysis: False
	log: ['disk']
	lr: 0.01
	lr_factor: None
	lr_min: 0.0001
	lr_patience: None
	lr_scheduler: cosine
	lr_warmup_epochs: 0
	momentum: 0.0
	multi_softmax: False
	nepochs: 90
	network: resnet50.a1_in1k
	no_cudnn_deterministic: False
	normalize: in1k
	num_workers: 2
	optimizer_name: sgd
	pin_memory: False
	pretrained: True
	resize: 224
	results_path: ./results
	save_models: True
	seed: 0
	start_at_task: 10
	start_epoch: 0
	stop_at_task: 11
	stop_epoch: 0
	use_valid_only: False
	warmup_lr_factor: 1.0
	warmup_nepochs: 0
	weight_decay: 0.0
============================================================================================================
Approach arguments =
============================================================================================================
Exemplars arguments =
============================================================================================================
WARNING: ./results/resnet50.a1_in1k/inat200/freezing/10 already exists!
Loaded acc_taw from: ./results/resnet50.a1_in1k/inat200/freezing/10/acc_taw-9.txt
Loaded acc_tag from: ./results/resnet50.a1_in1k/inat200/freezing/10/acc_tag-9.txt
Loaded forg_taw from: ./results/resnet50.a1_in1k/inat200/freezing/10/forg_taw-9.txt
Loaded forg_tag from: ./results/resnet50.a1_in1k/inat200/freezing/10/forg_tag-9.txt
************************************************************************************************************
Task 10  [epochs 0-90]
************************************************************************************************************
[DEBUG] trainable params -> backbone:0 heads:225390 total:225390
[params] total:23,733,422  trainable:225,390  tensors:181  trainable_tensors:22
| Epoch   1, time= 17.2s | Train: skip eval | Valid: time=  1.5s loss=2.244, TAw acc= 27.0% | * lr=1.0e-02
| Epoch   2, time= 17.3s | Train: skip eval | Valid: time=  1.6s loss=2.180, TAw acc= 44.2% | * lr=1.0e-02
| Epoch   3, time= 15.0s | Train: skip eval | Valid: time=  1.3s loss=2.122, TAw acc= 48.5% | * lr=1.0e-02
| Epoch   4, time= 14.4s | Train: skip eval | Valid: time=  1.4s loss=2.067, TAw acc= 51.7% | * lr=1.0e-02
| Epoch   5, time= 14.4s | Train: skip eval | Valid: time=  1.4s loss=2.016, TAw acc= 55.2% | * lr=9.9e-03
| Epoch   6, time= 14.5s | Train: skip eval | Valid: time=  1.7s loss=1.969, TAw acc= 57.8% | * lr=9.9e-03
| Epoch   7, time= 14.0s | Train: skip eval | Valid: time=  1.8s loss=1.923, TAw acc= 58.8% | * lr=9.9e-03
| Epoch   8, time= 13.4s | Train: skip eval | Valid: time=  1.3s loss=1.881, TAw acc= 58.8% | * lr=9.8e-03
| Epoch   9, time= 13.1s | Train: skip eval | Valid: time=  1.4s loss=1.844, TAw acc= 60.0% | * lr=9.8e-03
| Epoch  10, time= 13.7s | Train: skip eval | Valid: time=  1.4s loss=1.808, TAw acc= 61.3% | * lr=9.7e-03
| Epoch  11, time= 13.0s | Train: skip eval | Valid: time=  1.4s loss=1.775, TAw acc= 61.5% | * lr=9.6e-03
| Epoch  12, time= 13.1s | Train: skip eval | Valid: time=  1.7s loss=1.745, TAw acc= 62.3% | * lr=9.6e-03
| Epoch  13, time= 12.9s | Train: skip eval | Valid: time=  1.4s loss=1.716, TAw acc= 62.0% | * lr=9.5e-03
| Epoch  14, time= 14.0s | Train: skip eval | Valid: time=  1.4s loss=1.689, TAw acc= 62.3% | * lr=9.4e-03
| Epoch  15, time= 12.6s | Train: skip eval | Valid: time=  1.5s loss=1.665, TAw acc= 62.7% | * lr=9.3e-03
| Epoch  16, time= 13.9s | Train: skip eval | Valid: time=  1.9s loss=1.642, TAw acc= 63.5% | * lr=9.2e-03
| Epoch  17, time= 13.3s | Train: skip eval | Valid: time=  1.4s loss=1.620, TAw acc= 63.0% | * lr=9.2e-03
| Epoch  18, time= 13.5s | Train: skip eval | Valid: time=  1.7s loss=1.600, TAw acc= 64.2% | * lr=9.1e-03
| Epoch  19, time= 13.1s | Train: skip eval | Valid: time=  1.6s loss=1.580, TAw acc= 64.2% | * lr=9.0e-03
| Epoch  20, time= 12.8s | Train: skip eval | Valid: time=  1.7s loss=1.563, TAw acc= 64.5% | * lr=8.8e-03
| Epoch  21, time= 13.5s | Train: skip eval | Valid: time=  1.4s loss=1.546, TAw acc= 64.8% | * lr=8.7e-03
